Word,Definition
μειλίχιος,"gentle, soothing"
μειλικτήριος,able to soothe
μειλιχία,"gentleness, softness"
μειόω,"lessen, diminish"
μειονεκτέω,"have too little, to be poor"
μειράκιον,"lad, stripling"
μειρακίσκη,little girl
μειρακίσκος,"lad, stripling"
μειρακιεύομαι,play the boy
μειρακιώδης,"becoming a youth, youthful"
μειρακύλλιον,stripling
μελάγκερως,"black-horned, black"
μελάγκροκος,with black woof: with black sails
μελάγχιμος,"black, dark"
μελάγχλωρος,"dark olive-coloured, sallow"
μελάγχολος,dipped in black bile
μελάμφυλλος,dark-leaved
μελάμπυγος,black-bottomed
μελάναιγις,with dark aegis
μελάνδετος,bound
μελάνουρος,"black-tail, Oblata melanura"
μελάνοζυξ,black benched
μελάνω,grow black
μελαγκόρυφος,"blackcap warbler, Motacilla atricapilla"
μελαγχίτων,with black raiment
μελαγχολάω,"to be atrabilious, melancholy-mad"
μελαγχολία,"atrabiliousness, melancholy"
μελαγχολικός,of atrabilious
μελαίνω,"blacken, make black"
μελαινάς,a blackish fish
μελαινίς,the black
μελαμβαθής,darkly deep
μελαμπαγής,black-clotted
μελανείμων,black-clad
μελανειμονέω,to be clad in black
μελανόπτερος,black-winged
μελανός,"black pigment,"
μελανοκάρδιος,black-hearted
μελανοσυρμαῖος,with black trains to their robes
μελανθής,"colour) black, swarthy"
μελαθρόω,connect
μελέδημα,"care, anxiety"
μελέτη,"care, attention"
μελεάζω,execute a recitative
μελεαγρίς,"guinea-fowl, Numida ptilorhyncha"
μελεδαίνω,"care for, be cumbered about"
μελεδών,sufferings
μελεδώνη,"care, sorrow"
μελεδωνός,"attendant, guardian"
μελειστί,limb from limb
μελεόπονος,having done wretchedly
μελεοπαθής,having suffered wretchedly
μελετάω,take thought
μελετητός,to be gained by practice
μεληδόν,in order
μελία,"manna ash, Fraxinus Ornus"
μελίφρων,"sweet to the mind, delicious"
μελίγλωσσος,honey-tongued
μελίκρατον,drink of honey and milk
μελίκρητον,a drink of honey and milk
μελίλωτον,"melilot, Trigonella graeca"
μελίνη,"Italian millet, Setaria italica"
μελίζω,"dismember, cutin pieces"
μελίζω,"modulate, sing"
μελιηδής,honey-sweet
μελιηγενής,ash-born
μελισσεύς,bee-keeper
μελισσοκόμος,keeping bees
μελισσονόμος,keeping bees
μελισσών,"bee-house, apiary"
μελισταγής,dropping honey
μελιτόομαι,to be sweetened with honey
μελιτόω,to be sweetened with honey
μελιτοπώλης,dealer in honey
μελιττουργός,a bee-keeper
μελιχρός,honey-sweetened
μελλητέον,one must delay
μελλητέος,one must delay
μελλοδειπνικός,played
μελλονικιάω,delay victory
μελοποιέω,make lyric poems
μελοποιία,a making of lyric poems
μελοποιός,"maker of songs, lyric poet"
μελοτυπέω,"strike up a strain, chant"
μελύδριον,poor limb
μελῳδέω,"chant, sing"
μελῳδία,"singing, chanting"
μελῳδός,"musical, melodious"
μεμβράς,sprat
μεμερισμένως,dividedly
μεμπτέος,to be blamed
μεμπτός,blameworthy
μενεαίνω,desire earnestly
μενεδήιος,"standing against the enemy, staunch, steadfast"
μενεμάχος,staunch in fight
μενετός,"inclined to wait, patient"
μενοεικής,"suited to the desires, satisfying, agreeable, to one's taste"
μενοινάω,desire eagerly
μενοινή,eager desire
μεθάλλομαι,"leap, rush upon"
μεθαρμόζω,"dispose differently, correct"
μεθέπω,"pursue, follow after"
μεθήκω,come in quest of
μεθημερινός,by day
μεθίημι,"set loose, let go"
μεθίστημι,"place in another way, change"
μεθιππεύω,ride away
μεθό,after that.
μεθόριος,lying between as a boundary
μεθομιλέω,hold converse with
μεθύσκω,"make drunk, intoxicate"
μεθύστερος,living after
μεθύω,to be drunken with wine
μεθυσοκότταβος,drunk with cottabus-playing
μερίς,"part, portion"
μερίτης,"partaker, sharer"
μερίζω,"divide, distribute"
μεριμνάω,"care for, be anxious about, meditate upon"
μεριμνοφροντιστής,minute philosopher
μερισμός,"dividing, division"
μεσάζω,to be half-cooked
μεσαιπόλιος,"half-grey, grizzled"
μεσεγγύημα,money
μεσεγγυάω,deposit a pledge in the hands of a third party
μεσεντέριον,membrane to which the intestines are attached
μεσήμβριον,"meridies,"
μεσηγύ,"in the middle, between"
μεσημβρία,midday
μεσημβριάζω,pass the noon
μεσημβρινός,"belonging to noon, noontide"
μεσόδμη,tie-beam
μεσόφρυον,space between the eyebrows
μεσόγαιος,"inland, in the heart of a country"
μεσόγεως,"the inland parts, interior"
μεσόμφαλος,"in mid-navel, central"
μεσότης,central position
μεσόω,to be in
μεσολαβέω,"seize, nip"
μεσολαβής,held by the middle
μεσοπορέω,to be half-way
μεσοπτερύγια,the middle wing-feathers
μεσοπύργιον,"wall between two towers, curtain"
μεσοτείχιος,between the walls and outworks
μεσπίλη,"medlar-tree, Mespilus germanica"
μεσσόθεν,from the middle
μεσσόθι,in the middle
μεστός,full
μεστόω,fill full of
μετά,mip
μετάβασις,"moving over, shifting"
μετάβολος,changeable
μετάβουλος,"changing one's mind, changeful"
μετάδοσις,"giving a share, imparting"
μετάφρενον,part behind the midriff
μετάγω,"convey from one place to another, transfer"
μετάκλησις,summoning
μετάκοινος,"sharing in common, partaking"
μετάμελος,"repentance, regret"
μετάνοια,change of mind
μετάπεμπτος,sent for
μετάπτωσις,change
μετάθεσις,"change of position, transposition"
μετάρσιος,"raised from the ground, high in air"
μετάστασις,"removing, removal"
μετάτροπος,"turning about, returning"
μεταβάλλω,"throw into a different position, turn quickly"
μεταβαίνω,pass over
μεταβιβάζω,"carry over, transfer"
μεταβολεύς,one who exchanges
μεταβολή,"change, changing"
μεταξύ,in the midst
μεταδίδωμι,"give part of, give a share"
μεταδιώκω,"follow closely after, pursue"
μεταδότης,one who imparts generously
μεταδρομάδην,"running after, following close upon"
μεταφέρω,"carry across, transfer"
μεταφορά,transference
μεταφορικός,apt at metaphors
μεταφωνέω,speak among
μεταγιγνώσκω,find out after
μεταγνώμη,change of mind: defection
μεταγράφω,"copy, transcribe"
μεταίρω,"lift up and remove, shift"
μεταίσσω,"to rush after, rush upon"
μεταίτης,beggar
μεταίτιος,"being the joint cause of, accessory to"
μεταίχμιος,between two armies
μεταίζω,to seat oneself with
μεταιτέω,demand one's share of
μετακαλέω,recall
μετακιάθω,follow after
μετακινέω,"shift, remove"
μετακοιμίζομαι,"change to a state of sleep, to be lulled to sleep"
μετακομίζω,transport
μετακυλινδέω,"to roll to another place, to roll over"
μεταλαγχάνω,have a share allotted one
μεταλαμβάνω,have
μεταλήγω,"leave off, cease from"
μεταλλάσσω,"change, alter"
μεταλλάω,"search carefully, inquire diligently"
μεταλλαγή,change
μεταλλεία,searching for metals
μεταλλεύς,ant
μεταμανθάνω,learn differently
μεταμέλεια,"change of purpose, regret, repentance"
μεταμέλομαι,"feel repentance, regret"
μεταμφιάζω,change the dress
μεταμόρφωσις,transformation
μεταμορφόω,transform
μεταμώνιος,"vain, idle"
μετανάστασις,migration
μετανάστης,"one who has left his home, wanderer, migrant"
μετανίσσομαι,to pass over to the other side
μετανίστημι,remove from his
μετανοέω,perceive afterwards
μεταπαιδεύω,educate differently
μεταπαιφάσσομαι,"rush, dart to and fro"
μεταπέμπω,send after
μεταπέταμαι,"fly to another place, fly away"
μεταπείθω,change a man's persuasion
μεταπειράομαι,try in a different way
μεταπηδάω,"leap from one place to another, hop"
μεταπίπτω,"fall differently, undergo a change"
μεταποιέω,alter the make of
μεταποιή,change
μεταπρέπω,distinguish oneself
μεταπρεπής,distinguished among
μεταπτοιέω,"flee cowering to another place, seek refuge"
μεταθέω,run after
μεταρίθμιος,counted among
μεταρρυθμίζω,change the form
μετασεύομαι,go with
μετασκευάζω,put into another dress
μεταστένω,lament afterwards
μεταστείχω,go in quest of
μεταστρατεύομαι,go over to another general
μεταστρατοπεδεύω,shift one's ground
μεταστρέφω,"turn about, turn round"
μετατάσσω,transpose
μετατίθημι,place among
μετατρέπομαι,"to turn oneself round, turn round"
μετατρέχω,run and fetch
μετατροπή,retribution
μεταῦθις,"afterwards, thereupon"
μεταυδάω,speak among
μεταχάζομαι,shrink from
μεταχειρίζω,"take in hand, handle"
μεταχθόνιος,to land
μεταχρόνιος,happening afterwards
μεταχώρησις,"departure, withdrawal"
μεταχωρέω,"go to another place, remove"
μεταψηφίζω,transfer by decree
μετέκβασις,"outcome, result"
μετέπειτα,"afterwards, thereafter"
μετέρχομαι,come
μετέωρος,raised from off the ground
μετέχω,"partake of, share in"
μετεξέτεροι,"some among many, certain"
μετεγγράφω,place upon a new register
μετεῖπον,"speak among, address"
μετεκβαίνω,go from one into another
μετεκδύομαι,pull off one's own clothes and put on others
μετεννέπω,speak among
μετεωρίζω,raise to a height
μετεωροφέναξ,astronomical quack
μετεωροκοπέω,prate about high things
μετεωρολόγος,"one who talks of the heavenly bodies, astronomer"
μετεωρολογέω,talk of high things
μετεωρολογία,discussion of
μετεωροπορέω,travel through air
μετεωροσοφιστής,astronomical sophist
μετήορος,"lifted off the ground, hanging"
μετόπισθε,"from behind, backwards, back"
μετόπωρον,late autumn
μετόρχιον,space between rows of vines
μετοίκησις,Cat.Cod. Astr.
μετοίκιον,tax paid by the
μετοίχομαι,"go after, go in quest of"
μετοικέω,"change one's abode, remove to"
μετοικία,"change of abode, removal, migration"
μετοικίζω,lead settlers to another abode
μετοικισμός,emigration
μετονομάζω,call by a new name
μετούσιος,inferior to Being
μετουσία,"participation, partnership, communion"
μετοχετεύω,"convey in a channel, divert"
μετοχή,"sharing, participation"
μετρέω,measure
μετρητής,measurer
μετρητός,measurable
μετριάζω,"to be moderate, keep measure"
μετριότης,moderation
μετριοπάθεια,restraint over the passions
μετριοπαθής,moderating one's passions
μετωπηδόν,with front foremost
μετωπίς,head-bandage
μετωποσώφρων,with modest countenance
μή,mā´
μή,lest perchance
μήδομαι,"to be minded, intend"
μήκιστος,tallest
μήκων,poppy
μήλειος,of
μήλη,probe
μήλινος,of an apple-tree
μήν,"verily, truly"
μήν,month
μήνη,moon
μήνιμα,cause of wrath
μήνυμα,information laid
μήνυσις,"laying of information,"
μήνυτρον,"reward for information,"
μήποτε,"never, on no account"
μήπω,not yet
μήπως,lest in any way
μήρινθος,"cord, line, string"
μήστωρ,"adviser, counsellor"
μήτε,and not
μήτηρ,mother
μήτις,"lest any one, lest anything; that no one, that nothing"
μήτις,do I
μήτοι,"at least not, R."
μήτρα,womb
μήτρα,register of house-property
μήτρως,maternal uncle
μῆδος,"counsels, plans, arts"
μῆδος,genitals
μῆκος,length
μῆλον,sheep
μῆλον,apple
μῆνις,wrath
μῆτις,"wisdom, skill, craft"
μῆτις,counsel
μῆχος,"means, expedient, remedy"
μηδαμῆ,"in no wise, not at all"
μηδαμόθεν,from no place
μηδαμός,not even one
μηδαμόσε,nowhither
μηδαμοῦ,nowhere
μηδέ,and not
μηδέποθι,"nowhere,"
μηδέποτε,never
μηδέπω,"nor as yet, not as yet"
μηδέτερος,neither of the two
μηδείς,"not one, not even one, nobody"
μηδεπώποτε,never yet
μηκάομαι,bleat
μηκασμός,bleating
μηκέτι,"no more, no longer, no further"
μηκύνω,"lengthen, prolong"
μηκώνειος,flavoured with opium
μηλέα,"apple-tree, Pyrus malus"
μηλίς,a distemper of asses
μηλίς,yellow pigment
μηλόβοτος,grazed by sheep
μηλοβοτέω,graze sheep
μηλοβοτήρ,shepherd
μηλοφόνος,sheep-slaying
μηλοφόρος,bearing apples
μηλοφορέω,carry apples
μηλολόνθη,cockchafer
μηλοσφαγέω,slay sheep
μηλοτρόφος,sheep-feeding
μηλών,orchard
μηνάς,the moon
μηνίσκος,lunar crescent
μηνίω,"cherish wrath, be wroth against"
μηνοειδής,crescent-shaped
μηνύω,"disclose what is secret, reveal"
μηνυτήρ,"informer, guide"
μηνυτής,bringing to light
μηρία,thigh-bones
μηρίζω,strike on the thigh
μηρός,thigh
μηρύομαι,"draw up, furl"
μηρυκάζω,chew the cud
μητίομαι,"devise, contrive"
